"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"AgingCluster"	"nlp"	"genes"
"KIFC1"	118.068556093362	2.65262933630391	0.820333308102784	3.23359945293303	0.00122240766469884	0.00392165155160405	"2"	2.40653099708801	"KIFC1"
"TTC26"	73.4670369354947	1.49411323780074	0.462085805165733	3.23341081049841	0.00122321524263421	0.00392364670724744	"0"	2.40631010424837	"TTC26"
"CALML4"	164.055517053605	1.88798223793606	0.583918848339332	3.23329559116903	0.00122370873875332	0.00392423811855458	"0"	2.40624464796979	"CALML4"
"SULF2"	113.428830603481	1.97105525418337	0.609614574755291	3.23328105299088	0.00122377102031396	0.00392423811855458	"0"	2.40624464796979	"SULF2"
"MPC2"	1674.07329252502	-1.1002887059582	0.340315513568904	-3.23314295730871	0.00122436276826902	0.00392553998165088	"0"	2.40610059498972	"MPC2"
"NDUFS1"	641.718634947199	-0.65967579052945	0.204050552905656	-3.23290371496546	0.00122538856104191	0.00392823286892257	"0"	2.40580277478265	"NDUFS1"
"LINC02363"	20.2800326060912	2.10495206048968	0.651133102141413	3.23275234136772	0.00122603801136208	0.00392971867982763	"0"	2.40563853872675	"LINC02363"
"STARD7"	1403.85129768124	-0.847440037982767	0.262151689162708	-3.23263237665729	0.00122655293139247	0.00393077290660991	"0"	2.40552204604384	"STARD7"
"AKR7A2"	935.047135701374	-0.9224269370031	0.285356319999786	-3.23254426957774	0.00122693123731373	0.00393138906852368	"0"	2.40545397425379	"AKR7A2"
"ELMO3"	78.475501923546	1.58417187143968	0.490088165646742	3.23242220988776	0.00122745550382894	0.00393247266629974	"0"	2.40533428737383	"ELMO3"
"AC073046.1"	4.69917582055685	4.30661331036081	1.33237210913144	3.23229019944604	0.00122802274334398	0.00393369358986584	"0"	2.40519947192382	"AC073046.1"
"LINC00426"	58.8189675933922	2.462674762556	0.762023480230996	3.23175706056915	0.00123031606743688	0.00394044242756535	"0"	2.40445501343761	"LINC00426"
"LINC02325"	10.1417418680996	4.59496997838531	1.4219867373505	3.23137330165739	0.00123196927349291	0.00394454161931094	"0"	2.40400345728857	"LINC02325"
"TRAF3"	412.119292626342	1.14142138313683	0.353227355731489	3.23140709408842	0.00123182361577601	0.00394454161931094	"0"	2.40400345728857	"TRAF3"
"XKRX"	6.12297691794828	4.19397103951221	1.29794657899123	3.231235481796	0.00123256349216001	0.00394584634393658	"0"	2.40385983071073	"XKRX"
"AC010320.1"	5.59236982919855	-2.42830842265984	0.751573054444261	-3.23096791230151	0.00123371789006337	0.00394894372202653	"0"	2.40351905552339	"AC010320.1"
"OSBPL10-AS1"	2.87610923015868	-4.1405900997104	1.28162591646449	-3.23073218676218	0.00123473572810134	0.00395160312073869	"0"	2.40322668026065	"OSBPL10-AS1"
"VGLL3"	91.7240161895009	-2.57201228561739	0.796227595376381	-3.23024760828791	0.00123683052297972	0.00395770784548871	"0"	2.40255626818296	"VGLL3"
"AL731563.3"	9.16341022722091	-2.16905871277285	0.671559797896994	-3.22988171651328	0.00123841441865598	0.00396217615367723	"0"	2.40206622014796	"AL731563.3"
"NDUFV2-AS1"	61.7333530695991	1.44483540062407	0.447454482497325	3.22901089862857	0.00124219160767015	0.00397365925723367	"0"	2.40080937654371	"NDUFV2-AS1"
"CERS6"	802.130946269024	-1.10107545268991	0.341023991125789	-3.22873311362945	0.00124339874159375	0.0039768277078855	"0"	2.40046322398396	"CERS6"
"C11orf58"	4276.47121887053	-0.584918335166643	0.181162384728293	-3.2286963767004	0.00124355846553603	0.0039768277078855	"0"	2.40046322398396	"C11orf58"
"ZNF514"	100.554898131752	-1.23906428021568	0.383794654495485	-3.22845632606448	0.00124460261842666	0.00397911786809045	"0"	2.40021319613808	"ZNF514"
"TRIM27"	878.490349884735	-0.704571974935035	0.21823879283298	-3.22844516224139	0.00124465119761868	0.00397911786809045	"0"	2.40021319613808	"TRIM27"
"AC016596.1"	17.6962125322215	2.14943221677094	0.66589533270386	3.22788298882227	0.00124709975125911	0.00398634275353311	"0"	2.3994253625426	"AC016596.1"
"FLT3"	44.1039027105946	2.63799138514862	0.817433498224114	3.22716329937505	0.00125024085994849	0.00399577886455408	"0"	2.39839855462057	"FLT3"
"QSOX1"	1826.52890117291	-1.13080026642689	0.350459461294137	-3.22662216694394	0.00125260746023002	0.00400273716158789	"0"	2.39764292676217	"QSOX1"
"CRYBG3"	344.677968773607	-0.97273566715165	0.301515206599278	-3.22615790468055	0.00125464117084903	0.004008629758449	"0"	2.39700405382378	"CRYBG3"
"SLC35A3"	352.164948857093	-1.01457442568451	0.314489885870225	-3.22609556385917	0.00125491448818558	0.00400889689559148	"0"	2.39697511318113	"SLC35A3"
"ICE2"	497.519369434324	-0.72855094454663	0.225891012970317	-3.22523209297558	0.00125870581314117	0.00402040073205853	"0"	2.39573065660509	"ICE2"
"USP28"	240.451925614093	0.892754911670142	0.276826584053547	3.22496090728575	0.00125989871484682	0.00402360278708523	"0"	2.39538489969462	"USP28"
"LINC02240"	4.44919828117314	5.41596670134622	1.67952692093445	3.2246977609224	0.00126105725062715	0.00402669414026185	"0"	2.39505135729132	"LINC02240"
"Z98885.3"	2.29260620167283	-5.27325784802295	1.63544507273437	-3.22435643723966	0.00126256143744217	0.00403088809427829	"0"	2.39459925858524	"Z98885.3"
"NIM1K"	7.42293501064975	4.21451958286561	1.30726170501759	3.22392950599659	0.0012644452218662	0.00403629251185447	"0"	2.39401736778672	"NIM1K"
"MAP1LC3A"	569.85073150763	1.40782836432031	0.436691817382493	3.22384873790115	0.00126480189344918	0.00403682126753783	"0"	2.39396047878895	"MAP1LC3A"
"CYP26A1"	4.27896923640094	5.50793943223004	1.70857639261328	3.22370100397185	0.00126545452622506	0.00403829432923407	"0"	2.39380203088424	"CYP26A1"
"GAD1"	14.1287126249189	3.43566315564981	1.06577815945145	3.22361940445293	0.0012658151353947	0.00403883518664665	"0"	2.3937438687885	"GAD1"
"AL391152.1"	8.79344503629201	6.42783590859768	1.99416693592849	3.223318867036	0.00126714410553269	0.00404246516275917	"0"	2.3933537140775	"AL391152.1"
"POU5F1"	10.3845024557451	2.93446809478631	0.91045036423624	3.22309508574691	0.00126813449822806	0.00404501407042344	"0"	2.39307996337269	"POU5F1"
"AC068446.2"	5.29198607993774	-2.39524062655275	0.743207526463891	-3.22284226311468	0.0012692542794388	0.004047974861621	"0"	2.39276219317744	"AC068446.2"
"TTL"	379.815876132888	-1.01088671875881	0.313712379552687	-3.22233607803492	0.00127149897664887	0.00405452186125606	"0"	2.39206035360118	"TTL"
"TPCN2"	204.596170020437	0.812210817584074	0.252066136691689	3.22221313915529	0.00127204470669037	0.00405565008174124	"0"	2.39193952264033	"TPCN2"
"CSDE1"	3966.48397740276	-0.636889506763684	0.197763000586768	-3.2204684641415	0.0012798127253665	0.00407980125395156	"0"	2.38936099289406	"CSDE1"
"AC010329.1"	10.6870448166964	4.35909610763864	1.35368243010605	3.22017632104239	0.00128111774002363	0.0040833454120934	"0"	2.38898388135027	"AC010329.1"
"AC011247.2"	3.02905314120067	4.91235301722816	1.52555396690639	3.22004538927569	0.00128170301588612	0.00408397891008828	"0"	2.38891650930206	"AC011247.2"
"CTNNA1"	2184.04248870132	0.660259518165861	0.205045504262327	3.22006337345076	0.00128162261051124	0.00408397891008828	"0"	2.38891650930206	"CTNNA1"
"CARMIL3"	15.0475005559609	2.40070619630318	0.745634222179689	3.2196834921086	0.00128332201041105	0.00408852114035976	"0"	2.38843375231622	"CARMIL3"
"EFEMP2"	35.4012625999176	1.35518321286214	0.420965239268932	3.21922830306752	0.00128536103876539	0.00409378288940319	"0"	2.38787519353341	"EFEMP2"
"NEK5"	106.229233451214	2.12612904431103	0.660438100632187	3.21927072692483	0.00128517087396181	0.00409378288940319	"0"	2.38787519353341	"NEK5"
"CHD2"	1373.78867989528	0.895014660481636	0.2780987734059	3.2183337219374	0.00128937704909275	0.00410595476211996	"0"	2.38658583983389	"CHD2"
"MRE11"	272.422483603554	-0.958929307974977	0.297971628242499	-3.21818997879411	0.00129002342888538	0.00410739416893263	"0"	2.38643361777499	"MRE11"
"LINC00861"	265.169042033156	2.19648500560805	0.682541000216427	3.21809972574771	0.0012904294288759	0.00410767690342947	"0"	2.3864037239297	"LINC00861"
"AL049634.2"	3.95515261168102	-3.30523596344971	1.02708199916315	-3.21808382012611	0.00129050099194909	0.00410767690342947	"0"	2.3864037239297	"AL049634.2"
"MOK"	176.70162427278	2.16403551567264	0.672495627499687	3.21791760002728	0.00129124907384519	0.00410943907055671	"0"	2.3862174543252	"MOK"
"AP000311.1"	4.49467368600926	4.92018756533194	1.52904822275506	3.21781059100064	0.00129173088510214	0.00411035342026479	"0"	2.38612083460279	"AP000311.1"
"METTL25"	123.549697218409	-0.592886247963416	0.184269016319097	-3.21750373343677	0.00129311344054347	0.00411413327695945	"0"	2.38572164348463	"METTL25"
"SLC7A2"	71.7010553901709	2.8040081203847	0.871529407391724	3.2173419469303	0.00129384292398921	0.00411583451298208	"0"	2.38554209541192	"SLC7A2"
"AC012065.3"	3.65508220046487	-3.58548896175851	1.11480956361541	-3.21623448414859	0.00129884659982209	0.00413112979341367	"0"	2.38393115997916	"AC012065.3"
"SLIT2"	16.1168442444409	-2.03438182002269	0.632601766748372	-3.21589651966922	0.00130037712485436	0.00413475314511321	"0"	2.38355041378142	"SLIT2"
"AC036222.1"	3.85220491530572	-3.83327320496381	1.19197513931311	-3.21590029736088	0.00130036000779154	0.00413475314511321	"0"	2.38355041378142	"AC036222.1"
"HAS3"	20.2862983464554	2.98557771742908	0.928556471792274	3.21528933147857	0.00130313105390135	0.00414288632932802	"2"	2.38269698251702	"HAS3"
"PRRC1"	498.976039534516	-1.09270672970321	0.339887061439186	-3.21491122691272	0.00130484868244699	0.00414772297795876	"0"	2.3821902573846	"PRRC1"
"AC036103.1"	4.87613058660741	4.47599406800979	1.3922939669341	3.21483406113304	0.00130519948269252	0.0041482140875708	"0"	2.38213883795046	"AC036103.1"
"CHODL"	7.5360761208891	4.1450313854797	1.28940561858266	3.21468382465713	0.00130588271638944	0.00414976143800626	"0"	2.38197686934465	"CHODL"
"KDM5C"	398.168749314675	0.803742425548072	0.250038182838475	3.21447875050064	0.00130681586938346	0.00415210238337262	"0"	2.3817319461072	"KDM5C"
"RAB5B"	735.522572284193	-0.53948626093454	0.167833651704051	-3.21441055150157	0.00130712633296645	0.00415246447207561	"0"	2.38169407462552	"RAB5B"
"MUC3A"	3.84291772985019	5.10777428581247	1.58932489436371	3.21380122083684	0.00130990322284226	0.00416066058997484	"0"	2.38083771076634	"MUC3A"
"ABHD14A-ACY1"	8.81552095017288	-2.15994732401311	0.67217223318533	-3.21338373913101	0.00131180894519854	0.00416608756085596	"0"	2.38027160649654	"ABHD14A-ACY1"
"SLC16A1-AS1"	152.603582523962	-1.36298867634305	0.424232707679505	-3.21283260736404	0.00131432867234624	0.00417346258512708	"0"	2.37950347557251	"SLC16A1-AS1"
"DHODH"	84.2190494939312	-1.02083289011646	0.317780630955524	-3.21238235019848	0.00131639052354259	0.00417938169223287	"0"	2.37888796404164	"DHODH"
"EHMT2-AS1"	3.73269949384421	4.97879296313134	1.54992100804434	3.21228819874729	0.0013168220460373	0.00418012370089535	"0"	2.37881086611459	"EHMT2-AS1"
"AL592071.1"	3.85464108316727	4.39284798667686	1.36765450503326	3.21195738434688	0.00131833929646878	0.00418431150690573	"0"	2.37837599127885	"AL592071.1"
"AL163636.2"	4.18279114458066	4.92010010994804	1.53212800696582	3.21128527615109	0.00132142682941096	0.00419348126732428	"0"	2.37742529267654	"AL163636.2"
"PNISR"	2808.85905398126	-0.862013971218918	0.26844102245234	-3.21118569488374	0.00132188485329282	0.00419430491288048	"0"	2.37734000086924	"PNISR"
"GRID2IP"	3.67032671076504	4.76634077644337	1.48437131573943	3.21101649291105	0.00132266343343151	0.00419614527477475	"0"	2.37714948450592	"GRID2IP"
"AC009118.3"	11.2509910888268	-1.97527472636104	0.615256136340435	-3.21049171180973	0.00132508089735953	0.00420255283250811	"0"	2.37648681810919	"AC009118.3"
"AP000919.3"	7.30936451937317	3.40570007358356	1.0607929708341	3.21052285150952	0.0013249373350793	0.00420255283250811	"0"	2.37648681810919	"AP000919.3"
"PDE10A"	6.22144389381958	5.08530385265798	1.58401878955471	3.21038101706326	0.00132559134572488	0.00420354086402432	"0"	2.37638472630463	"PDE10A"
"PLAGL1"	605.243729567282	-1.18312083073519	0.368549824304725	-3.21020592796961	0.00132639910719068	0.00420547125778747	"0"	2.3761853308556	"PLAGL1"
"SKIL"	1601.27363343133	-1.03131244611176	0.321284037852085	-3.20997100573843	0.00132748361821267	0.0042082784008506	"0"	2.37589553692615	"SKIL"
"PSPC1"	537.037355623253	0.48597164996299	0.151399699933727	3.20985873932192	0.00132800218143442	0.0042092908501683	"0"	2.37579106468698	"PSPC1"
"PLPP5"	865.052357339931	0.984536430201465	0.306736408485051	3.20971493101852	0.0013286667109913	0.00421076558738275	"0"	2.37563893500809	"PLPP5"
"AL391684.1"	18.1217567622475	-1.92395044003541	0.599464430600897	-3.20944887106456	0.00132989696709151	0.0042139823595237	"0"	2.37530728675771	"AL391684.1"
"XYLT2"	65.574074944117	-1.07185563544229	0.333972881961734	-3.20940918659709	0.00133008055735487	0.0042139823595237	"0"	2.37530728675771	"XYLT2"
"GPN3"	712.360498692571	-1.0521529815824	0.327844076501127	-3.20930911063382	0.00133054363761548	0.00421481759107935	"0"	2.37522121603376	"GPN3"
"OGFRP1"	5.57812837246729	4.3693597936232	1.36179805127243	3.20852257758819	0.00133418833440754	0.00422572959872603	"0"	2.37409829657342	"OGFRP1"
"PIGX"	1055.74154469974	1.46651990749677	0.457171921437351	3.20780835114725	0.00133750594916349	0.00423516446072624	"0"	2.37312972039842	"PIGX"
"AC093535.1"	4.41858742729482	5.55585475784884	1.7319856021933	3.20779500176743	0.00133756803004386	0.00423516446072624	"0"	2.37312972039842	"AC093535.1"
"AC021739.4"	3.23510727436882	4.65442565579724	1.45099576786616	3.20774585210684	0.00133779662194266	0.00423525366515239	"0"	2.37312057303652	"AC021739.4"
"ANKRD66"	81.4724949880942	2.49956771913002	0.779490773480291	3.20666748622294	0.00134282111161848	0.00424988703470446	"0"	2.37162261368064	"ANKRD66"
"RAET1G"	9.41810739736677	5.68588984216219	1.77313511141066	3.20668729955872	0.00134272863746248	0.00424988703470446	"0"	2.37162261368064	"RAET1G"
"AGMAT"	26.1001456398333	2.19108672267288	0.683417529576531	3.20607334147626	0.0013455968759371	0.00425800981795752	"0"	2.3707933415168	"AGMAT"
"GIGYF1"	319.955598363813	-0.884270515899359	0.275818339481599	-3.20598883149448	0.00134599212492695	0.00425800981795752	"0"	2.3707933415168	"GIGYF1"
"LINC01534"	25.232992013536	-1.44835769536335	0.45176533244069	-3.20599566048706	0.00134596018209035	0.00425800981795752	"0"	2.3707933415168	"LINC01534"
"ZBTB42"	80.7959463723606	0.977522198453637	0.304930528775006	3.20572099612533	0.00134724548538231	0.00426133686530443	"0"	2.37045413278848	"ZBTB42"
"ZNF263"	193.703978624792	0.705867125242785	0.220217593093105	3.20531668395973	0.00134913954119089	0.00426668913266177	"0"	2.36990899831429	"ZNF263"
"TMC8"	506.970170871278	-0.905606768293964	0.282599897223521	-3.20455448565743	0.00135271684568235	0.00427736231976051	"0"	2.36882396068355	"TMC8"
"TMEM92-AS1"	8.45014649792005	-2.3086920238614	0.720480801179896	-3.20437688288234	0.00135355166326213	0.00427936172173179	"0"	2.36862100234229	"TMEM92-AS1"
"CIRBP"	5041.28113217766	-0.691425402739684	0.215779873512703	-3.20430905572378	0.00135387060858265	0.0042797297981404	"0"	2.36858364941695	"CIRBP"
"EIF2B4"	363.976704041166	-0.761334943225378	0.237605160730137	-3.2042020505189	0.00135437392276038	0.00428068048695369	"0"	2.36848718700602	"EIF2B4"
"NR2F2-AS1"	14.1502022225129	3.8765948447951	1.20991959180553	3.20401030866039	0.00135527623959471	0.00428289180426431	"0"	2.3682628967462	"NR2F2-AS1"
"MYCL"	62.5081012884943	2.07427975505671	0.64744499920926	3.20379299799994	0.00135629955086037	0.00428548476506898	"0"	2.36800004447903	"MYCL"
"AC026979.3"	4.46736274808771	-2.48082526195282	0.774381590860034	-3.20362117492694	0.00135710916656135	0.00428740184000216	"0"	2.3678058100007	"AC026979.3"
"SLC9A2"	4.86752114865137	5.47419986852249	1.7088085606014	3.20351851853778	0.00135759308744638	0.00428828955514452	"0"	2.36771589776588	"SLC9A2"
"ZC2HC1C"	64.7020792035633	2.58831815341066	0.808159710678259	3.20273099390017	0.0013613107660446	0.00429939009237103	"0"	2.3665931486773	"ZC2HC1C"
"ABL2"	988.752101668755	1.19387736298963	0.372845136999988	3.20207304457794	0.00136442395434602	0.00430857845236701	"0"	2.36566599483402	"ABL2"
"NSMCE2"	612.376376960664	-0.628263456470435	0.196242724413208	-3.2014611412934	0.00136732516109626	0.0043170947712963	"0"	2.36480841736197	"NSMCE2"
"DOCK6"	49.2899659360717	1.58824321493095	0.49615444946168	3.20110646322767	0.00136900939402579	0.0043217667335753	"0"	2.36433867777092	"DOCK6"
"AL512625.2"	7.9018595316732	4.47240783383924	1.39718225891919	3.20101962738842	0.00136942203629865	0.00432242367006169	"0"	2.36427266721858	"AL512625.2"
"DM1-AS"	7.12307738322905	5.46576770094468	1.70754946222474	3.20094253306338	0.00136978848321206	0.00432293462174988	"0"	2.36422133250428	"DM1-AS"
"XPC"	557.69649441962	-0.867051129380804	0.270888837604945	-3.20076359382989	0.00137063937081406	0.00432497404569849	"0"	2.36401649440581	"XPC"
"EMC2"	772.012323421908	-0.738705024077059	0.230819306112527	-3.20036064798207	0.00137255723458106	0.00432973271849037	"0"	2.36353891253059	"EMC2"
"ZNF140"	181.688145499406	0.774504762940211	0.242003952991531	3.2003806275318	0.00137246208149241	0.00432973271849037	"0"	2.36353891253059	"ZNF140"
"AC009299.3"	6.01267331644246	4.76051985031787	1.48784900269844	3.19959877762055	0.00137619020351319	0.00434054498218517	"0"	2.36245573871407	"AC009299.3"
"NFYC"	831.040769443215	0.596188749916572	0.186336698467786	3.19952405950588	0.00137654697299164	0.00434102232998945	"0"	2.36240798016769	"NFYC"
"AL031123.1"	4.46090228779741	-2.57614301051304	0.805180411408592	-3.19946061033242	0.0013768500016838	0.00434133008588215	"0"	2.36237719204032	"AL031123.1"
"ZNF423"	3.78782514357995	-3.3103412608237	1.03471401202634	-3.1992813689078	0.00137770637826619	0.00434338224459514	"0"	2.36217194834595	"ZNF423"
"ITGB1-DT"	3.42433281352569	5.10037071122776	1.59431825788537	3.1990919541953	0.00137861189444977	0.00434558868638313	"0"	2.3619513824075	"ITGB1-DT"
"RGS1"	2950.66941845002	2.3488521796199	0.734386473655276	3.19838703990409	0.00138198663307238	0.00435557666369658	"0"	2.36095433772135	"RGS1"
"PNRC2"	2044.282192355	0.527214825095199	0.164856443167235	3.198023777332	0.0013837287059133	0.00435846698663883	"0"	2.36066623924465	"PNRC2"
"PTPN22"	778.998122483212	-1.49705072492012	0.46811724529437	-3.19802515281982	0.00138372210576492	0.00435846698663883	"0"	2.36066623924465	"PTPN22"
"COLGALT2"	27.423209732498	2.25258476195444	0.704362435463546	3.19804783523414	0.0013836132705289	0.00435846698663883	"1"	2.36066623924465	"COLGALT2"
"ERLIN1"	361.049962876604	-0.920706826431221	0.287895462315258	-3.198059528368	0.00138355716737272	0.00435846698663883	"0"	2.36066623924465	"ERLIN1"
"KLHL5"	273.078116207633	0.742608411591228	0.232216942559126	3.19790797091452	0.00138428449620381	0.00435855760967585	"0"	2.36065720930916	"KLHL5"
