"Partner"	"Pair"	"theta"	"theta_e"	"theta_f"	"theta_g"	"lrv"	"lrv1"	"lrv2"	"lrv3"	"lrv4"	"lrv5"	"lrv6"	"lrm"	"lrm1"	"lrm2"	"lrm3"	"lrm4"	"lrm5"	"lrm6"	"p"	"p1"	"p2"	"p3"	"p4"	"p5"	"p6"	"Zeros"	"theta_mod"	"Fstat"	"Pval"	"FDR"
"Bronchial Vessel 1"	"Capillary Aerocyte"	0.989022578756561	0.523762103686885	0.476237896313115	5.37852347872664e-05	1592.46661713309	1.28366025394105	24884.5628365255	353.802906279464	0.794468999691414	5654.15640448001	18550.8721027314	NA	-2.40896124447863	11.9280967846628	0.520716840897772	-2.30253412391718	6.42254369850148	26.8229541154106	59296099531.3159	36262461022.6306	1807134175.62595	6958814643.06828	6392674279.5033	7052647690.53034	325068278.778756	601	0.988994765537817	6.42603559455684	8.01158973882663e-06	2.38989795598896e-05
"Bronchial Vessel 1"	"Pericyte"	0.989048042971086	0.483925159164084	0.516074840835916	3.94439474159458e-06	1655.57245333686	0.114888068152152	24921.9528052895	348.410215482984	0.0662828352028901	5646.10049361851	18497.5032892511	NA	-2.990517135956	11.5605141841044	-0.157533811117007	-3.16855371861797	5.74708925975103	26.1765535511396	21696189017.3326	13622006854.3316	743810432.693456	2450094540.40271	2137523715.27672	2441451861.39712	126989414.333096	570	0.989020293268271	6.41096429055268	8.27671896865193e-06	2.45511663789226e-05
"Adventitial Fibroblast"	"Nonclassical Monocyte"	0.989058242457995	0.641527649676801	0.358472350323199	0.0013298269540558	183.615633418635	189.437062790841	80.9217172531293	64.0972093399688	2343.28809841697	166.337961649118	7.63518106279241	NA	0.244146007060084	0.797980905983923	0.458406756634591	-7.98653181723773	-0.392145168171623	2.74006905305242	134187064678.139	46624159947.4137	43802077769.23	12429104281.4442	3145387370.67265	22799259051.2422	4291371364.44197	703	0.989030576047724	6.40489366535018	8.38596729106656e-06	2.47362610596824e-05
"Bronchial Vessel 1"	"Myofibroblast"	0.989117097483018	0.148452719579791	0.851547280420209	0.000774187040438397	1061.30432042583	285.718424707371	10643.7492275451	523.213798822825	76.2819377821476	3095.27310646809	7381.93280294415	NA	-2.94393092977041	3.2327299500456	-0.680401345033198	-1.7299603601699	5.16413018772547	9.31205771104899	114008293032868	32966581841005.4	135754097849.701	4824012506039.37	41475691294928.4	33287882320988.9	12689724256.5139	1107	0.989089524828705	6.37009462012034	9.04054919838256e-06	2.65189443152555e-05
"Bronchial Vessel 1"	"Alveolar Fibroblast"	0.989154399415215	0.510915139052088	0.489084860947912	7.62760126488786e-06	1632.41967825809	0.130917549403265	26965.2123996751	367.986328862711	0.113894393203021	6101.78855193744	20024.7246061092	NA	-3.01163115165442	11.7993955225837	0.223440178716951	-2.86758168991172	6.05513855797286	27.1008044452149	22163747494.9664	13556897128.5045	656228955.911633	2799638065.67693	2423040382.02151	2427381537.65734	112317974.038288	571	0.989126916332738	6.34802356311893	9.48187114513444e-06	2.7659823009011e-05
"Basophil/Mast 1"	"Capillary Aerocyte"	0.98916105970413	0.674886030834099	0.325113969165901	0.00105391486422771	69.1830054886688	66.9663558699513	44.0729871093245	70.8513687723942	129.669771963058	115.409190549077	1.91104768929528	NA	-0.426532682837464	-1.09154006641499	-0.508659794919944	1.13345227258012	1.01118449406483	-2.13615680633495	106407480174.446	35739670775.057	34502971576.2434	7283831370.63309	6187640303.45091	17690229843.4968	4059808876.14745	573	0.989133756806735	6.34398602186354	9.5648979083986e-06	2.77487148111784e-05
"Alveolar Epithelial Type 1"	"Artery"	0.989169318860853	0.533513616877874	0.466486383122126	0.0202562122055002	15.1982298573566	13.4499359251486	27.2807445360859	14.3611810133494	13.3969522665926	14.2681024267075	29.7565827279758	NA	0.486378360185669	-0.644754888296246	0.931250130654283	0.33916185891092	0.688395366132207	-1.33202438133351	54449274.5040248	28701451.5704641	4900347.44748082	4772943.92689639	2297244.42044228	12809564.2772828	563326.639106428	360	0.989142642469173	6.33874140602136	9.67382995916941e-06	2.79113782428495e-05
"Classical Monocyte"	"Capillary Aerocyte"	0.989189036533214	0.486757024396978	0.513242975603022	0.00123715704062538	262.287836678886	292.302372225171	612.780923385459	0.923115477631289	1894.1895946035	1411.21432001344	905.122180811691	NA	0.40851626471451	0.987081035196765	-2.38283209307124	7.51101806865375	5.54661044142843	5.16356719227152	21048979599.55	9693929848.2763	3317316961.30367	7399084661.51742	40715554.9288382	252595730.432631	170626716.230842	586	0.98916167796025	6.32750633820948	9.91136665486828e-06	2.8441313009622e-05
"Lymphatic"	"Vascular Smooth Muscle"	0.989201377560385	0.600139797416468	0.399860202583532	0.00362789989562855	2.74260997282229	2.70537354235707	2.86951583273223	1.94897563106054	2.99146260139593	2.87633440501249	2.02123839728711	NA	-0.287529485846082	-0.485282213254251	-0.170057171239245	0.274163480114747	-0.222871320563126	0.142694215761248	130943748.047211	53079859.156653	25351786.7810418	10391511.7703134	10169612.1810736	30220286.0993207	644594.467681592	119	0.989178294036113	6.31769960351638	1.01234535669147e-05	2.88113793521539e-05
"Bronchial Vessel 1"	"Capillary"	0.989209264736839	0.50179796575439	0.49820203424561	8.02007854938358e-06	1659.07921083815	0.1795543157514	26720.0857101756	367.425167183146	0.122051278437689	6036.51401189565	19821.2713099972	NA	-2.89632864316253	12.0268482027565	0.207902979424041	-2.74539948412361	6.13338517642836	27.0868111687295	26453262442.2499	16304504777.5672	818302751.744359	3152056093.51784	2883916295.30845	2940099262.402	133189188.446782	571	0.989181919048074	6.31556018122314	1.01703200860904e-05	2.88113793521539e-05
"Bronchial Vessel 1"	"Vascular Smooth Muscle"	0.989211855514019	0.542073958368573	0.457926041631427	0.000103516192110902	1693.5084350264	1.6919392420618	30864.1622507684	408.709159648741	1.49302722695649	7003.47416126021	22939.3474198112	NA	-2.39383133527341	13.1818286096398	0.867654032495013	-1.89982762717445	7.35640104345958	29.4876442943652	62404601737.1297	38551768246.0677	1567995560.11024	7483919807.29027	7327309569.05276	6669579677.56001	274750055.11591	630	0.989184516174893	6.3140274094353	1.02040301872212e-05	2.88113793521539e-05
"TREM2+ Dendritic"	"Lymphatic"	0.989228507787603	0.645410564456498	0.354589435543501	0.0112108906182856	7.35331859993079	8.47318968093989	7.7377356831597	8.20247442913669	5.53844957643392	5.7660224185799	13.936513707175	NA	0.265790568329475	-0.446108581617526	0.176340195434995	0.0372409279807906	0.00368898917773588	-0.735089833280621	4416238654.8763	1358985370.74374	1218207625.10353	266548623.093143	334336233.05287	1176024158.49102	26122930.0191108	297	0.989202799337281	6.30323728406913	1.04445100426351e-05	2.93335175665495e-05
"Pericyte"	"Capillary Aerocyte"	0.989238063525049	0.63211801032911	0.36788198967089	0.0434599189120152	1.37338958264012	1.55874956875943	1.30021130891582	0.937839175264862	1.07043052243331	1.16076772830803	2.42295688281716	NA	0.605821108279335	0.441772360601554	0.725315784560222	0.911204391427721	0.727469267044593	0.73329243308311	1895602.5295567	614431.126872604	651558.676311171	122339.549191582	105699.140537023	309025.118367808	75894.9234153626	31	0.989219315518413	6.29349031623191	1.06665949304989e-05	2.97987413931396e-05
"Classical Monocyte"	"Vascular Smooth Muscle"	0.98933228975831	0.443833036948334	0.556166963051666	0.00131963388253116	262.765120515526	308.429943220562	652.160184124354	0.947806867075174	2052.50210223722	1508.73830032128	934.712147507941	NA	0.582148427570806	0.783343053064571	-2.3089641939083	8.30179122681764	5.80580779058198	4.80915095610878	21750564353.5089	10305923160.3491	2878335398.09015	7957412159.16799	46668336.6296194	238875869.638857	144214931.905359	615	0.989305289700224	6.24275820303308	1.19008428716975e-05	3.30718159802961e-05
"Basophil/Mast 1"	"Capillary"	0.989352256767783	0.668680735620845	0.331319264379155	0.000237809650347773	66.1434465877155	64.4157412795434	41.8297342200144	69.7533103307359	125.988882472492	111.159492268462	0.446658609981371	NA	-0.905974141061566	-1.5093328873124	-0.916166262401493	0.710263695329409	0.424674325090887	-2.92109452908938	47234506702.2514	16069445273.9137	15623564074.5479	3299275269.36359	2791419665.76402	7374681679.39574	1663412534.42063	543	0.989325437966199	6.23087027989457	1.22100705909372e-05	3.37534935707583e-05
"Natural Killer"	"Macrophage"	0.989357893634406	0.356739208776024	0.643260791223976	0.000545920702242421	1176.98298166349	1469.11805071695	219.692193778624	6.37879460307648	110.828558279093	7885.39012880108	32.4745240317434	NA	-4.8100000368063	0.834287249055448	-0.399852591140149	-1.83350391259947	8.5981450182911	-1.21568508482446	1563265083230443	313684113606450	723773448712056	157468523978640	119516065413900	150095166422418	83143124063374.1	1131	0.989330923398108	6.22763383744442	1.22956352224374e-05	3.38129968617028e-05
"Platelet/Megakaryocyte"	"Vein"	0.989402367776775	0.594942928579494	0.405057071420506	0.0168472697914044	57.5540421783596	62.2391144737552	141.125099678285	31.9769163164464	41.957568779112	93.1118214282385	89.2031216308567	NA	0.156577674114001	-1.75882105498953	0.821685479043895	0.736288076901667	0.0417220218984442	-3.32593528564627	1749001238.23239	655116836.776143	139138352.438789	603772794.603602	211534831.656218	99958787.5851266	19011458.056988	510	0.989375699883894	6.20121674581236	1.30167743655364e-05	3.56106573316229e-05
"Bronchial Vessel 1"	"Adventitial Fibroblast"	0.989438959143478	0.533665933583608	0.466334066416392	0.000221284791803878	1655.3749365778	3.56489104464441	29620.1164883016	412.562496704667	2.60888473494304	6752.92082029426	22193.7887501801	NA	-2.25539030193676	13.384153604745	0.994772061685399	-2.04554432132811	7.33890596686486	28.8561108634815	91738093252.555	53235649170.1518	2390872765.39757	12179533413.3702	12880797724.5103	9857216535.99256	343609451.970893	715	0.989412189325832	6.17969058670951	1.36354602317893e-05	3.71109433112616e-05
"Bronchial Vessel 1"	"Basophil/Mast 1"	0.989454414180627	0.518034807307528	0.481965192692472	0.00576152478328232	1726.29683995785	51.2373096069372	26604.0232286195	433.024482151856	100.108226143241	6104.30340664681	19717.0973066431	NA	-1.77400792500724	13.6529944918814	1.3306167823427	-3.06887308546827	6.05873539364505	29.9413519888393	1259451365307716	792352501324889	39388118292939.9	145873314004577	125130893430450	139761598694844	6792980719734.32	1112	0.989427682834046	6.17055100597609	1.39069268419582e-05	3.74828936295904e-05
"Platelet/Megakaryocyte"	"Classical Monocyte"	0.989455300559674	0.506302197812984	0.493697802187016	0.000242309309205111	240.928330255661	249.192448508944	533.473452002057	0.186956398897584	1664.10024909428	1235.68317935159	774.117159735352	NA	-0.383540290849758	-1.01357982890072	2.35917313563879	-6.75983703735443	-5.06920122608259	-4.81556102555406	34374213728.1135	16407671795.001	6196897548.67307	10733723631.0643	49520463.2942746	363580979.756934	343824904.269749	558	0.989428612474259	6.17000262270292	1.392338534792e-05	3.74828936295904e-05
"Ciliated"	"Pericyte"	0.989456502216745	0.599981942275726	0.400018057724274	0.0380290566532252	4.3237061219471	5.63709873476507	3.93949571180865	4.71932115539207	3.14963548770416	5.29551766939344	2.89192845803998	NA	-0.761271676283935	-0.879725206045162	-0.350651937463404	-0.837958592808852	-0.530664629975821	-1.25217134093086	8937499.23174453	2055509.10144812	3923838.7334069	357112.936276174	466581.422174033	893069.327372366	1143346.55131795	139	0.989432426174628	6.16775297876954	1.39911068624181e-05	3.74828936295904e-05
"Vascular Smooth Muscle"	"Macrophage"	0.989462750778738	0.214217793355766	0.785782206644234	0.00214625790278165	333.108662968409	1355.92267801974	43.1656990398613	7.02568450518316	107.955486368135	212.06297055366	32.4795341929297	NA	-3.27744639280955	1.67438341841649	1.85850532543445	-0.0194605416573177	0.632727346418953	1.45050572088552	78153733114.1258	15087001054.8365	29358835980.0934	7952962205.36805	6774055726.04282	14801576196.5715	3362820956.13168	620	0.989436068158655	6.16560464388651	1.40560851110964e-05	3.74828936295904e-05
"Classical Monocyte"	"Capillary"	0.989489212880467	0.486906172472475	0.513093827527525	0.000251875884509016	259.622816910604	289.863948350942	614.756688583823	0.18505360352339	1917.30542846686	1419.91146028525	918.87660447011	NA	-0.086430718654549	0.559621788354826	-2.83041713769347	7.10848333474793	4.96558505892394	4.40053508566523	9484288706.56067	4358632069.29015	1502140590.58607	3351480257.77952	18367939.1750468	105301803.424556	69910339.9061355	556	0.989462606286403	6.14995080077171	1.45387186325865e-05	3.85750926532949e-05
"Proliferating Basal"	"Classical Monocyte"	0.989493188934165	0.478741127059643	0.521258872940357	0.00243039783093216	217.448796514508	185.50688119346	408.89891007381	9.39932700910438	1287.06550318231	939.124895874373	566.240457087084	NA	-0.397145977563935	-1.15737459415793	2.68786706557633	-3.10122614536466	-4.27022242268049	-3.81206609646908	1644740338858.77	794189505489.126	455923376345.862	362294155193.984	675353369.711436	11976288634.6411	8146916719.12525	870	0.989466600851015	6.14759463010289	1.46127797235164e-05	3.85777384700834e-05
"Bronchial Vessel 1"	"TREM2+ Dendritic"	0.989510203355784	0.489149223762565	0.510850776237435	0.000349937879711833	1431.24876256698	5.580209994378	17295.4547638293	248.439941140196	3.70563687053739	3941.59217142731	12923.4225290069	NA	-2.15318149595979	10.2840453035275	0.264176178716934	-2.01050293242219	5.32712720150784	22.147992839434	1782298216449.68	987027657855.84	75345543253.1171	191967113550.464	240892674775.601	259547073843.475	11134561064.9657	808	0.989483613287356	6.13756015666032	1.49324256848549e-05	3.92254764258875e-05
"Natural Killer"	"Artery"	0.989515562592815	0.0851534194670491	0.914846580532951	0.000206312804878179	1088.04257234444	83.7178873661396	325.961291511559	13.0529816547283	13.3294318147347	7843.72387022675	24.4056721600962	NA	-1.17015101395163	-0.966381356716831	-1.86175313456418	-2.56429641818041	8.66916870701007	-3.33565880760262	1385335849977.2	836317556667.859	120260687038.056	153402352025.749	76558528323.1858	175803264150.972	12741963948.7178	922	0.989488988482962	6.13438976788581	1.50348593321908e-05	3.92990382544392e-05
"Bronchial Vessel 1"	"Proliferating Macrophage"	0.989537238854502	0.299359090110615	0.700640909889385	3.53189720769697e-05	1629.59492837562	2.35213782712812	13729.0194778976	194.896205448122	1.36762470050064	3131.86589458972	10105.3432576722	NA	-2.08980055895425	9.18688518609415	-0.459560649386352	-2.87663057225001	4.27943331878069	19.6872913093601	907449024578.614	620891444135.991	75467136783.3681	58455410286.3033	38189416429.204	98704347010.2316	10408187566.0534	707	0.989510715620728	6.12157505526346	1.54560821978191e-05	4.02010413815196e-05
"Bronchial Vessel 1"	"Bronchial Vessel 2"	0.989597825983727	0.475937263346913	0.524062736653087	0.00108405152391503	1747.84815678847	22.4304830241402	33102.3773536066	495.194273595071	34.5728469206628	7523.49533319269	24302.6836070398	NA	-1.93043034945466	14.0031794001817	1.05279118126397	-3.15428950464414	7.92027360035194	30.0655931387829	287680452108.984	202025551793.394	5812218208.01996	26293859953.2982	15766265456.4578	35024962416.5353	970499516.907497	1005	0.989571454249399	6.08575426669896	1.66969503057016e-05	4.32156360853454e-05
"Macrophage"	"IGSF21+ Dendritic"	0.989692797087852	0.153723482013592	0.846276517986408	0.00314619417513289	353.366955621411	1241.83476290565	43.7633763714428	11.3067518926472	92.1223250013963	195.647672747016	42.2806592643155	NA	3.18366044463853	-1.76179247988041	-1.25382662364069	-0.29068760318602	-0.624119716180437	-1.32648970062069	630769528698.66	151895573390.615	136232438981.853	163776025984.723	65682390539.374	88938723527.7352	16585952311.1023	839	0.989666688970856	6.02959815557982	1.88450119553447e-05	4.85373966459611e-05
"Proliferating Basal"	"Macrophage"	0.989699364025503	0.214375073966052	0.785624926033948	0.002443829213476	356.99752469758	1748.16649681812	62.2045656036506	17.4606401596526	177.259506471009	275.077419032567	57.0980505069418	NA	-4.19110990738446	0.69788233736752	2.44880718526449	3.40725668729611	0.617494870365878	1.07401173582414	7246736971296.68	1162626357738.99	4650389122306.67	362091552611.591	98029664041.9039	742092322032.259	189970774239.334	875	0.989673272045716	6.02571677865216	1.90032714542983e-05	4.87074142129588e-05
"Proliferating Macrophage"	"Alveolar Epithelial Type 2"	0.989724758841026	0.364678443191546	0.635321556808454	0.00855728663752488	3.71689928076162	4.51957178148641	3.42339356472073	5.88505705160767	4.33446703522375	4.30285269952278	3.55842893083451	NA	-0.206646476887661	-0.0582739823642554	-0.642596555588422	-0.234121498197824	-0.451350330877013	0.557030180592054	300743488.198931	49359231.3014002	207450166.152401	3459198.33874196	2206873.30139782	17622770.4654262	18921190.4028929	269	0.989701710852812	6.00894986864927	1.97022844918955e-05	5.02551024720813e-05
