"Partner"	"Pair"	"theta"	"theta_e"	"theta_f"	"theta_g"	"lrv"	"lrv1"	"lrv2"	"lrv3"	"lrv4"	"lrv5"	"lrv6"	"lrm"	"lrm1"	"lrm2"	"lrm3"	"lrm4"	"lrm5"	"lrm6"	"p"	"p1"	"p2"	"p3"	"p4"	"p5"	"p6"	"Zeros"	"theta_mod"	"Fstat"	"Pval"	"FDR"
"Lymphatic"	"Pericyte"	0.985799336714367	0.603002124966792	0.396997875033208	0.0143712959650791	1.89190127233792	1.95790295020785	2.31021397806708	1.70191576111131	1.680394853637	1.31755365631309	4.46179035099457	NA	-0.977403307887717	-0.607705832365641	-0.975301576116572	-1.09410055540228	-0.944643652235393	0.011154064917566	48891241.2321971	18755409.625929	12026133.220577	3401985.44486993	2966680.60866737	11062372.3407008	297931.419517663	59	0.98577163956362	8.33520641460426	1.27771393533257e-07	5.44058836980319e-07
"Myofibroblast"	"Proliferating Macrophage"	0.985817215195355	0.627495776168762	0.372504223831238	0.0193425384491397	174.842915547002	267.860826501555	667.81080713004	287.550673026709	72.8702722501496	103.1647316141	1458.33733904314	NA	0.831999814050176	5.68990754106905	0.219864885441204	-1.08195471385344	-0.860785131426418	9.90202049983739	104711503912.045	25460353781.0799	4966056872.66874	2023400731.7487	12252214537.5301	58967928754.497	242827523.273763	674	0.985781476104277	8.32936089341342	1.29403411607124e-07	5.46600010628491e-07
"Adventitial Fibroblast"	"Proliferating NK/T"	0.986008326512994	0.498540529565482	0.501459470434518	0.0356072342618333	23.5149035989558	28.862533982982	21.697169942336	17.9392028923872	43.8056125815681	34.6335029307801	21.223281025875	NA	-0.483928557407031	0.575103441036571	-0.074496829416649	-2.36698983674891	-0.510793747364247	0.657220439383111	1374282827.8316	215942933.373312	746882131.809594	198261627.603611	26268048.3149144	76508991.0678207	97485625.6283289	545	0.985973623302558	8.21519774776377	1.65803940841296e-07	6.94797466382574e-07
"Bronchial Vessel 2"	"Ciliated"	0.986370066272849	0.62749636857239	0.37250363142761	0.0407353827361228	25.7468480091926	22.7782329263964	28.4239357934354	24.8679057812345	28.6214871897823	23.5867077152907	28.1330266961382	NA	-0.52545137612009	0.27503193944519	-0.69518723121356	0.427871034283891	-0.57960652179058	1.30856734025747	90869979.1420718	30484888.5246563	30661316.2833123	3832455.18861221	3441480.67526591	12811933.8010121	8737872.21981646	574	0.986336192860886	7.99990029505497	2.64599360481548e-07	1.10006663255321e-06
"TREM2+ Dendritic"	"Alveolar Fibroblast"	0.986429095372919	0.648625095782712	0.351374904217288	0.0376303310464273	5.87256216815395	6.85700410307786	5.4377090407995	6.59590222250224	4.52247763691873	5.44799644629777	6.0702155470063	NA	-0.656928958337907	-1.28099454326968	-0.435759657130941	-0.656979895308768	-0.891732464859052	-0.876011171911257	63158444.9316459	16644258.8873808	23967008.2763889	3856359.28742795	4515046.04199942	11307005.6105868	2299285.90844326	239	0.986397310039601	7.96362388772078	2.86278418353091e-07	1.1808984757065e-06
"Proliferating Basal"	"Club"	0.986498867628853	0.464659181703936	0.535340818296064	0.000473746426733394	635.872440431929	15.3396653840928	659.301076035793	17778.8871821593	25.3800415235953	12.6105998544467	14.2246321820205	NA	1.94635260424836	-1.2994422830482	-18.2400983316347	5.46593864401564	2.42134139197777	2.43722944550653	8933665104396.47	2970855621830.47	4612604777058.79	140670746403.197	106035988547.274	863624804079.997	193843763392.783	887	0.986464761577055	7.92359290808135	3.12267364036622e-07	1.27811758303362e-06
"Classical Monocyte"	"Alveolar Epithelial Type 2"	0.986613519968562	0.495699747489845	0.504300252510155	0.00360784450955525	232.553989613699	201.159635049373	422.175156098402	3.58556996554783	1315.75518946652	974.040854570703	626.744321388049	NA	0.107948627659319	1.30333056389339	-3.05604582026525	5.11022559262588	3.97039673278787	4.65837851222628	37474108398.0456	17085215871.8557	10410021253.8691	8768891853.51242	47581072.0411225	356302028.249018	519009338.173839	687	0.98657973939116	7.85536876339378	3.62108638885987e-07	1.47071816409078e-06
"Ciliated"	"Classical Monocyte"	0.986693894036989	0.522171867497391	0.477828132502609	0.00441775759358553	232.54505031676	206.033795927568	434.889952071213	3.7190962969785	1344.78666486744	989.277553145784	593.889980730722	NA	-0.268527672453944	-1.0127447061051	2.55609120782335	-6.0413294276681	-4.27830631927545	-4.62191265178177	78188907471.3471	32429934227.7023	19977658585.479	21598157478.0258	179728249.698003	729990818.436015	2570467941.54549	694	0.986660313537335	7.80756812683843	4.01694090341009e-07	1.6190418297714e-06
"Bronchial Vessel 1"	"Differentiating Basal"	0.986767442917493	0.679720195372357	0.320279804627643	0	1715.54150393448	1016.25439117484	16232.8662341815	216.222661578669	0	3547.96191507136	11634.3899360988	NA	-3.87888448733677	9.28055941430361	2.32516673865886	-0.000171585248881581	6.91649942179976	23.0006119790773	929247513617793	461788229635285	29700424523313.9	148181492027343	129277237327125	143907438402292	6792980719734.32	1139	0.986733991928656	7.76386523191553	4.41658815423296e-07	1.76663526169318e-06
"Alveolar Epithelial Type 1"	"Vein"	0.986798491189889	0.609553263006613	0.390446736993387	0.0178418663950166	59.3623734729819	63.6787776114052	144.88629130956	33.4454655738444	42.364973526723	94.8620043558609	98.0210433310829	NA	0.34893576280882	-1.76742471815966	1.19352612366721	1.12757984263648	0.204682820289898	-3.3675764516813	806682463.662877	293616834.786197	64920364.0769974	275749120.775637	105538438.242158	48524187.2306929	8716353.49735066	516	0.98676535159041	7.74526599146501	4.59850348510931e-07	1.82557130837422e-06
"Myofibroblast"	"Classical Monocyte"	0.987076079499652	0.467712331841015	0.532287668158985	0.00175479404659973	368.395366537916	351.1929834381	740.584791130799	160.897136665329	1396.33366090515	1053.06505180469	1531.8543313275	NA	-0.270945711061239	2.37010119015953	2.0108254468172	-7.00371448460723	-5.65573369855959	2.44820378073524	15783444353391.7	8812852815056.41	249200849299.035	5129217944604.76	264162651387.488	1192229828907.48	6660772893.30799	1092	0.987043428495934	7.58039183401104	6.57635849804366e-07	2.5912815574381e-06
"Classical Monocyte"	"IGSF21+ Dendritic"	0.987214895500312	0.294737532662799	0.705262467337201	0.00948844514494545	389.608437547149	756.854125888487	1587.44175779062	6.44751402323717	4929.66734742769	3644.32540989977	2355.07238329822	NA	2.14871961979396	2.40607167294025	-1.84581963158385	13.4674566164547	10.1389931990691	8.90361185510999	285799953652.021	103759793087.508	13356205666.8562	163867664261.173	452504088.583912	1435341388.31637	711290316.771026	834	0.987182588583019	7.49791751013079	7.86478982542419e-07	3.07600668727702e-06
"Bronchial Vessel 1"	"Macrophage"	0.987239516565975	0.588572788472006	0.411427211527994	0.0055896448010378	1359.76035964758	608.144985124586	11005.7523820784	155.328467636794	48.3256590293577	2590.15047881004	8198.04312989213	NA	-3.70521429591226	8.89463752946549	1.68209974914732	-1.2111058773112	4.72644936443719	18.4502324283599	759901820979331	314618154226791	38627191826727.2	148098625791394	119516065413900	123656250511975	6657257288726.61	1130	0.987207245592415	7.48330676382431	8.11803586874055e-07	3.1517080431581e-06
"Myofibroblast"	"Alveolar Epithelial Type 2"	0.987646290723914	0.626648734248374	0.373351265751626	0.018083589574892	175.569581211959	293.98095449223	724.43708342553	319.777159540886	85.0592864274214	111.86725213804	1617.66023500128	NA	0.974171671891527	6.06667948914936	0.123924941888666	-0.921373424527495	-0.938245652311891	10.9155861876493	11753817035.6098	2620756258.88368	373171838.168857	285469145.88797	2396779116.68218	5943251003.54593	23068828.0062147	669	0.987615102340609	7.24173319456175	1.37073055164504e-06	5.28281555670496e-06
"Plasma"	"Adventitial Fibroblast"	0.98775335774893	0.604860501013798	0.395139498986202	0.0440437724636171	5.52275702378876	5.47265289212084	6.03221422525856	5.40176339457165	3.25601252009656	6.25122818341817	6.04203528839108	NA	-0.146534436078028	-0.329434902517411	0.149811365592669	0.0473770457584321	0.165453340410745	-1.13601781366227	3825889056.97368	1209463383.23237	1384082562.75628	228015295.155804	448169300.757302	364901814.092153	154024412.804957	262	0.987724776298237	7.17680734134852	1.57786755623653e-06	6.0370584760354e-06
"Proliferating Macrophage"	"Club"	0.987799483544542	0.329139423725082	0.670860576274918	5.57219424010572e-05	551.108749893701	7.41646953172069	655.617117154562	17745.318333271	1.99852720976026	3.30780818867093	2.62974207913648	NA	2.34698167812651	-1.3289638500592	-17.928922893346	3.43935938975804	2.61104799680762	2.17256351742921	2485361314837.86	620891444135.991	1401550748294.41	24132921774.9127	38189416429.204	254925305644.868	129988851646.857	709	0.987768625510983	7.1508530936197	1.66916560280965e-06	6.34042761355031e-06
"Proliferating NK/T"	"Capillary Aerocyte"	0.987949094507775	0.495607008439466	0.504392991560534	0.0303909003716735	22.2511990508577	30.561146469279	19.7678857641303	17.7631956313863	51.5766495754615	33.4742351465032	18.2836935017329	NA	0.291216870600846	-0.741426512649589	-0.169448550200114	2.10898697903854	0.372976216386042	-0.0613921083952297	994314480.413781	147093579.708854	564528671.325187	113277403.20594	13036698.5358344	54740702.6303026	92225299.2369822	431	0.987919176574182	7.06175980210565	2.02460887606846e-06	7.63566776117249e-06
"Bronchial Vessel 1"	"Proliferating NK/T"	0.988030884024839	0.29053362948574	0.70946637051426	0.00106512615528008	1069.58000479578	17.6380387093108	8354.40470811279	122.586694293817	30.6600157129249	1924.32980467632	6078.91939020302	NA	-2.18951401893041	6.95035175165779	-0.118010377881473	-3.57237821086306	2.88927602461927	15.0860513716486	7095208415829.22	3261081125920.28	644458174762.629	2268606913952.61	263637453887.326	432478728709.262	154313835626.432	970	0.988000592670961	7.01359059724487	2.24729730898843e-06	8.39973934239795e-06
"Plasma"	"Vein"	0.988034727823006	0.620355268779381	0.379644731220619	0.0199461774837858	59.5282815261506	64.5951128096825	137.662079610564	33.3634807900935	46.217884208581	92.5909148255768	93.4990744148948	NA	-0.0639488480851783	-2.01457340135049	0.724711304249494	0.294541744053552	0.019097861037575	-3.74128274868694	557222530157.308	194952913239.59	49223645574.4749	156045203403.221	122376035137.807	20310561944.5088	7076269763.56284	624	0.988004652923864	7.01118858779894	2.25902080799339e-06	8.39973934239795e-06
"Myofibroblast"	"Ciliated"	0.988052338665381	0.681222192454022	0.318777807545978	0.0410932575108836	159.911424038765	287.430905452802	730.058783342446	344.408674358428	79.0878343969369	109.770230182838	1613.26470091234	NA	0.979940600176397	5.75633593981711	0.419319423670703	-0.362898723611253	-0.911432404286646	10.9050679490153	28049047757.3048	4974532001.22812	716146431.870362	703122774.34876	9053367170.49411	12176519694.7378	114251668.472178	676	0.988022170196113	7.00082575191159	2.31030269864022e-06	8.53034842574852e-06
"Alveolar Epithelial Type 1"	"Classical Monocyte"	0.988082096647522	0.518477451686932	0.481522548313068	0.000654778930553766	245.637650491463	251.457857376536	538.329053656024	0.512933926133512	1681.48613122975	1248.5694777161	788.867275136178	NA	-0.153461863218683	-0.984798115376447	2.77374588905941	-6.29892652231829	-4.85694812874326	-4.82080113296099	15633736900.5328	7353754915.4841	2891401529.17003	4902199768.47066	24706627.821935	176497454.215514	157636484.157317	564	0.988051974063822	6.98319527877207	2.40023409536795e-06	8.8008583496825e-06
"Plasma"	"Artery"	0.988088149085432	0.495322011383421	0.504677988616579	0.0234613003708283	16.4561866498438	14.916143091472	26.4613500806809	13.8722547326181	13.3125481042298	16.3783034181013	28.8946248796878	NA	0.0450827055648421	-0.906982195022557	0.410703732106869	-0.53139901515866	0.464868808005431	-1.71576902697868	34226745944.0992	19056916821.3444	3715520844.28383	2700987781.24743	2663746674.65827	5361644647.42142	457330151.253034	468	0.988058777529682	6.97917083874919	2.42124746923825e-06	8.81668043970895e-06
"Myofibroblast"	"Nonclassical Monocyte"	0.98822507798956	0.65987762368976	0.34012237631024	0.00641331607167986	350.894189395171	413.327153370075	824.332821820699	393.671001193262	1194.04654402993	192.864475290472	1766.72559573822	NA	1.77292354671934	6.79690506545936	1.85037375906269	-4.92883487407167	-0.358163246232512	12.7617243319356	124420935528787	28872366706036.8	2487088245582.76	4922861365668.95	10128030761692.9	76993241401597.6	158483181951.82	1095	0.988195296797561	6.89842759218162	2.88388532310773e-06	1.04293934972663e-05
"Bronchial Vessel 1"	"Plasma"	0.98825112149073	0.373082856233222	0.626917143766778	0.000179285154209365	2165.01975156323	3.64776278374224	33099.4484913105	456.569573090174	2.51326450806989	7523.88199531368	24589.9497407645	NA	-2.01194407138899	14.6828323225909	1.12762991603117	-1.99783704700936	7.80439520709679	31.8448606155275	29124160320739.8	18264817236377.4	1194275889227.06	2609062990805.3	4498020254326.75	2062663099587.69	243811308250.3	687	0.988221374808294	6.88300649570169	2.98180187116599e-06	1.06502077971604e-05
"Bronchial Vessel 1"	"Artery"	0.988254959460638	0.237354527398538	0.762645472601462	0.000595842992484553	1515.68938769879	12.7154036064596	43932.142462777	630.4893161321	14.393760179291	9738.28314692744	31904.074830355	NA	-2.06313875850441	16.2488027764355	1.98187738851041	-2.66010997492157	9.77161752111469	35.2365607481019	1220185312182.13	838807815292.857	6418213649.1733	144274404523.298	76558528323.1858	144835926371.502	1020247113.94818	921	0.988225224912289	6.88072982561072	2.99653607393317e-06	1.06502077971604e-05
"Vein"	"Macrophage"	0.988257253614889	0.253560151352109	0.746439848647891	0.00390141671568868	422.345456694763	1756.88176438391	217.899624006115	44.1125168191078	204.334506536315	392.915721099552	159.596131009467	NA	-4.34722952663424	2.93496996912878	1.10891153728784	-0.361794570928827	0.44339953475884	4.15990567595268	18714493153886	3358135202273.77	1592070322416.57	8857616802200.15	3251631027351.41	1217614227137.33	193217241638.817	1067	0.988227546661407	6.87935692145784	3.00545636700172e-06	1.06502077971604e-05
"Bronchial Vessel 1"	"IGSF21+ Dendritic"	0.988277639203132	0.543055670965621	0.456944329034379	0.000481732872834426	1434.30246803813	6.57704107806698	48429.6991649608	686.197994224399	6.49974417893284	10929.9105203726	35564.7008062703	NA	-2.20215353040854	17.170159697961	2.35628873320167	-2.1344882612654	9.87999025154994	37.7690929795844	668334624140.606	388138300095.187	7275896755.96721	154116996054.507	71046833415.7861	40075725389.7129	1355109704.34394	849	0.98824796186762	6.86728521382815	3.0850409164551e-06	1.08593440259219e-05
"Plasma"	"Alveolar Fibroblast"	0.988374648334506	0.637064207610548	0.362935792389452	0.054477398696092	3.96792945721879	4.21159857495086	3.69195383777296	4.01669195979505	2.83679400919329	4.87054339721147	4.61713350446172	NA	-0.907908841991534	-1.15594304904126	-0.46391610436662	-0.766700348392234	-0.662312526131531	-1.41237322223537	973920352.264512	307999825.732708	379892676.932986	52412541.4503961	84306293.5186777	89858625.236721	50347014.3194872	118	0.988348396755302	6.80790436120457	3.50821302458097e-06	1.22671289866143e-05
"Adventitial Fibroblast"	"Basophil/Mast 1"	0.9884513283705	0.681753182450412	0.318246817549588	0.00306524491996518	70.5446799952725	65.7972889397448	42.3295525297136	75.2008554285332	119.884012854193	115.32211762416	7.74834303503912	NA	0.2940535163111	0.979638458210292	0.327572428594702	-1.32002585994557	-1.04965906770319	2.75796059030027	153771372027.093	52468159115.0214	45648085338.4083	12748387779.5693	12467668405.4316	24724959162.9202	4291371364.44197	687	0.988422255230311	6.76424417543961	3.85587296876042e-06	1.33940850493783e-05
"Adventitial Fibroblast"	"Classical Monocyte"	0.988486760464226	0.464979685462777	0.535020314537223	0.00389743000652982	281.941319158862	344.03479825348	718.901398779366	2.75411580474852	2219.69367730989	1683.18037155033	1012.33763069822	NA	-0.815687005689958	-1.40551438336956	2.17762237048521	-8.6330938744382	-6.34028684901035	-5.14512273045243	32457758510.505	14231318943.3236	4388873213.70328	12950107667.1259	82039034.7371654	353043412.941903	180358885.449958	700	0.988457642125605	6.74332812393527	4.03440218374245e-06	1.392264283017e-05
"Classical Monocyte"	"Lymphatic"	0.988496254288046	0.388847781415075	0.611152218584925	0.00218469582958142	253.970700635197	303.332234631147	634.284330707614	1.55944404785155	1975.28830139912	1482.76496481419	890.606186731233	NA	0.838504639310473	1.23176230652397	-2.1544852204998	7.96018096961647	5.96971880751525	4.6067175313766	578280798909.74	295905622677.118	61229321566.8345	205751766212.774	1142772274.82476	9042332987.28559	669808433.642904	614	0.988467164576746	6.73769996617196	4.08383420264837e-06	1.4001717266223e-05
"Alveolar Fibroblast"	"Basophil/Mast 1"	0.988515687500985	0.667626024336836	0.332373975663164	4.30619777218784e-05	67.0778242060449	65.0834985726825	41.726072666087	71.8693702679077	127.246890055932	112.46490524618	0.0803176818789216	NA	0.996737230409547	1.77165187015635	0.887865691787096	-0.613276622567617	-0.322538836951082	3.03808275850696	39004838558.9991	13361449456.0004	12529146600.5751	2930397289.64599	2345325550.64737	6088626456.79527	1402749938.15035	543	0.988486783651335	6.72610463319979	4.187589323456e-06	1.4264820405063e-05
"Bronchial Vessel 1"	"Mucous"	0.988523769064031	0.436375846010034	0.563624153989966	0.0017817779835964	1695.18506507641	92.7719711285209	22722.9510669439	357.392111771521	19.988490585116	5273.32109532161	16922.9129274382	NA	-2.59171235728704	12.3794534446191	1.60993453395028	-0.780754392292933	6.00473075531499	26.4921333251627	739111156125225	403140419427894	31077905247598.1	112040044021423	111686443950814	68323049412314.7	5460370608660.31	1104	0.988494706253719	6.72142231994048	4.2302285211128e-06	1.43176965329972e-05
"Proliferating NK/T"	"Capillary"	0.988559773132764	0.477813502334554	0.522186497665446	0.0301443524858978	20.6241951943231	27.367407168449	18.6903574315108	16.5991104860847	46.8964369407715	31.3759590187778	16.238626588225	NA	-0.204956343936622	-1.1777420148752	-0.593662106538202	1.66740296813766	-0.237278406897124	-0.850162479593542	443633746.5038	66136933.4975846	255628702.846028	51309992.7713734	5881223.67896364	22820238.0848855	37787177.5301567	401	0.98853139753714	6.69973849423102	4.43340947178705e-06	1.49098101981119e-05
"Bronchial Vessel 2"	"Macrophage"	0.988628549921407	0.230923536502859	0.769076463497141	0.00386992736916807	326.784188192585	1026.64978602204	54.3757157416155	25.4088456518612	122.132139702837	184.684119625523	34.3842261009719	NA	-3.21739994326571	1.40472933074788	1.72141194628787	1.19911201796488	0.47582473273129	1.88503038873139	322965911433.708	79061476338.9421	108826813921.445	27941784496.1564	14575822105.9351	77729733364.5563	11878491205.3807	995	0.988599780011649	6.65933009416256	4.83837874219013e-06	1.61687593409898e-05
"TREM2+ Dendritic"	"Classical Monocyte"	0.988648666660461	0.538420026897415	0.461579973102585	0.00692600582820183	258.83692898418	249.542123673056	542.659009124487	5.5175653866971	1684.58708943302	1229.02772036456	808.359246653619	NA	-0.438132218010612	-1.4657584889961	2.20271457326182	-7.12872770771925	-5.35187551097725	-4.789251116009	628214505730.003	263859004704.386	138310177497.27	204112481541.933	1534268524.08673	9295868101.73058	5844475500.11466	793	0.988619956996636	6.64740822891964	4.96476344745793e-06	1.64867616368414e-05
"TREM2+ Dendritic"	"Vein"	0.988658775067233	0.665301304171597	0.334698695828403	0.0150200398966119	63.2895993835064	70.3918235369649	145.559951060469	35.3854972961549	46.4887445946728	98.8834793400921	102.981536087814	NA	0.0947787850580162	-2.22072045308004	0.675948385685251	0.326462471657888	-0.274440302723311	-3.33785555144957	35008989064.9652	10535222710.2389	3105465286.67512	11481343066.9474	6553881211.27784	2555699436.26162	323164492.902325	745	0.988630238201202	6.64133361672005	5.03042230363042e-06	1.66003936019804e-05
"Bronchial Vessel 1"	"Alveolar Epithelial Type 2"	0.988672730081044	0.363274916500225	0.636725083499775	0.000109897963694298	1717.63600928151	3.02979147051052	18692.4783391119	269.948205246831	2.44908115926327	4260.86676931721	13923.2531407836	NA	-2.12177159692984	11.0169351321721	-0.388903472097936	-2.85370220630016	5.16929097464285	23.7961942653261	96925675599.5528	63911332587.8423	5670939918.10362	8247113774.90713	7470616474.71341	9948199331.62688	988786961.134607	702	0.988644040074979	6.63317902861341	5.11992720611801e-06	1.67908171728591e-05
"Platelet/Megakaryocyte"	"Lymphatic"	0.988693945101872	0.624699021445991	0.375300978554009	0.0147761982613753	2.08866564539618	1.97594528451444	2.73320855909113	1.82029369956817	1.88520341385973	1.55007732480634	4.27793394060517	NA	0.236423528491083	-0.0503972850417278	0.234254133477077	0.371838153379156	0.243723400598519	-0.813918853265251	213017908.423134	84506442.9859127	54581000.3456033	14017071.5328585	10791126.1274788	45996781.6972779	1536786.99019098	62	0.988671196824493	6.61713461784232	5.3006958494445e-06	1.72763420278191e-05
"Bronchial Vessel 1"	"Alveolar Epithelial Type 1"	0.988715418514147	0.477392481135324	0.522607518864676	2.88769063565663e-05	1639.50280510117	0.448404228458948	23464.9068738064	329.255082321489	0.526465589615753	5312.97150117517	17480.5301833729	NA	-2.47483087973388	11.7561416356576	0.0693265245540374	-2.88822712951702	5.98293635780404	26.1120831996498	43136296276.2891	27508477487.0882	1575113436.48236	4610502662.51223	3879142123.60832	4927931128.23227	300320030.237393	579	0.98868683573413	6.60789543297334	5.40766640094584e-06	1.75168580349657e-05
"Classical Monocyte"	"Artery"	0.988723071533293	0.222386485929323	0.777613514070677	0.00527711976298583	251.701640204738	347.983396483802	746.46160630822	14.5283822026989	2329.92334382424	1637.62570037146	988.823828628098	NA	1.02167927816181	0.792425295084061	-1.9571736411556	8.1957766122792	6.79818762210548	4.58644437410931	398670171804.705	224235859572.801	11781775413.7148	153402352025.749	487608601.490624	5187404535.1534	535522615.282473	906	0.988694549243822	6.60333853863697	5.46121613662662e-06	1.75824519520662e-05
"Bronchial Vessel 1"	"Nonclassical Monocyte"	0.98875651383994	0.546782472315763	0.453217527684237	0.0192259696006247	1654.14689085899	158.389408155506	20993.4273303513	236.669265682527	1944.85255689891	4853.33571076112	15533.1361943418	NA	-1.77584141756781	11.8525629401989	1.1506798989852	-9.03949790114959	5.70554634294541	26.5756516959379	1058375931556782	704098835934352	37795263653683.3	142219915411452	31568463250566.9	128876285419238	6792980719734.32	1128	0.988728033897336	6.58355770265877	5.6998681867872e-06	1.82044454015719e-05
"Bronchial Vessel 2"	"Proliferating NK/T"	0.988759443641416	0.484085363143226	0.515914636856774	0.0132604796311502	42.0188296511429	44.0674703988236	43.8900560919373	24.7657352961293	63.7046529391079	52.7753067988872	36.0601869829211	NA	-0.937121313680234	0.57626127970998	-0.149338566986714	-1.53021185472781	-0.729332885561005	0.855337515066638	3676053726.14285	819488274.317649	1815672497.74857	428018323.312747	32152435.8672236	271854080.398127	275340948.961243	835	0.988731255143341	6.58165484368732	5.72336730428208e-06	1.82044454015719e-05
"Ciliated"	"Capillary Aerocyte"	0.988773759350231	0.620887082492481	0.379112917507518	0.0435792049630443	6.12697009100088	6.90793288699524	5.64879006162952	6.15413910690272	4.4361514143773	6.68039622336279	6.5374908624971	NA	-0.163986703738269	-0.443579349089418	0.36471758068997	0.066887860895147	0.188478559595544	-0.523162415772106	23183573.3205222	5471867.65283588	9533212.71537846	1014280.34274109	1395401.15298318	2579818.76635154	2926745.48848352	170	0.988747311549447	6.57217016581163	5.84194651806706e-06	1.84703458774815e-05
"Bronchial Vessel 1"	"Platelet/Megakaryocyte"	0.988789536703687	0.470715297321378	0.529284702678622	2.06923113307715e-05	1695.12760170874	0.336715493663552	25018.8409416146	346.880486591513	0.424675959220968	5680.25023339828	18526.480809081	NA	-2.24905691763844	12.2221811574428	0.578773070984541	-2.4548727260491	6.45148163465947	27.0032615525649	94135448118.6456	61376817064.9732	3375808062.26572	10095031560.7255	7775116722.92538	10151432697.6615	655035578.842345	573	0.988761139278977	6.56400223610311	5.94602570038838e-06	1.86461551004216e-05
"Bronchial Vessel 1"	"Vein"	0.988792433873111	0.659154874355198	0.340845125644802	0.0114677053611201	797.828410596844	79.3094683798049	46244.1089085575	686.938997924713	55.5001785209973	10574.7902491735	31408.0874362288	NA	-2.31981783464041	15.1309689613551	2.2887228366755	-1.89768646510957	9.35459429791995	33.3754629610763	21335626045948.3	8581032743781.59	85029229313.625	8335220527846.69	3517199755257.84	548656102334.842	15786284337.5032	1077	0.988764051807147	6.56228185803587	5.96818221964251e-06	1.86461551004216e-05
"Proliferating Basal"	"TREM2+ Dendritic"	0.988828494135233	0.455823904156796	0.544176095843204	0.0215469501352482	15.8381380339301	16.3758209066509	14.5770347516444	17.903914714346	26.4980820601528	17.5073246259877	23.3120465872299	NA	-0.318863648776277	-0.0832309508873506	0.468778438227152	3.22644000674287	0.263015998056653	0.206823281813763	15341906487.6098	3647419436.62091	9070969909.75518	469347165.27189	197585386.50538	1557607398.7989	317734630.732784	553	0.988800955699833	6.54048426936233	6.25614707965961e-06	1.94308568121193e-05
"Plasma"	"Lymphatic"	0.98883316374498	0.629926443815733	0.370073556184267	0.0144772306576011	4.42763194560091	4.21997960778084	5.23113340747324	3.19379973633317	3.1359256997	4.4006356060746	7.25781597789636	NA	0.0134512670642265	-0.327819373656965	0.141292509640112	-0.0758195649074065	0.221150626554606	-1.26474293754283	64766671278.0884	25147845884.5478	19309383566.9372	3622715031.23694	6242826393.23922	9346056574.71597	572008694.92111	176	0.98880761615536	6.53655038968115	6.30957434157887e-06	1.94821944582084e-05
"Differentiating Basal"	"Plasmacytoid Dendritic"	0.988842886506724	0.259081537275879	0.740918462724121	0	2423.35596330987	1423.97240806182	727.7169868507	0	0	8823.56490767731	0	NA	4.59237618193552	2.52317066836226	0.000447506330609339	0.000439866567388174	-9.74010799578186	0.000428374479203435	1786559760304704	461788229635285	571386578708897	157556632992434	129277237327125	363547440838367	84838186995925.8	1146	0.988814620538834	6.53241343224105	6.36625072966542e-06	1.95429092166473e-05
"Bronchial Vessel 2"	"Mucous"	0.988940776572373	0.508247376164155	0.491752623835845	0.0231917108029917	91.4910104603211	123.772746907482	58.5275586360674	66.7791033854076	54.8336649069884	111.838463651905	60.6960677233607	NA	-0.981518903487361	0.898838437908217	0.853615716551475	2.03129852440583	-0.516201432555696	1.76850214814805	278700279136.525	101306540336.812	87557734629.5337	21138607790.9739	13620944874.9324	42947545243.2414	9742895826.32266	969	0.988912882574188	6.47438368721824	7.21691485639178e-06	2.20261910067911e-05
"Nonclassical Monocyte"	"Vascular Smooth Muscle"	0.988977973651513	0.598387476534002	0.401612523465998	0.000308471337077077	182.053233784712	198.175016249344	78.2499286961549	62.6894779633269	2484.85828650696	169.067119975958	1.49775388358637	NA	-0.257874179839753	-1.15667016719132	-0.521610181167675	8.38221187513627	0.354927782867267	-2.64439720131828	91515788524.5377	33763912659.6406	28726523828.3541	7637272838.10926	1789270157.985	15426411124.921	3431379760.19107	618	0.988950107114479	6.45240332995079	7.5679497574489e-06	2.29648130570863e-05
"Classical Monocyte"	"Pericyte"	0.989007618854508	0.505010165242231	0.494989834757769	0.00011156302516039	251.221817041338	267.865100404688	569.83219995773	0.0843914127784461	1784.57407242096	1317.9128188794	835.920065096112	NA	-0.276779571614949	0.456568718487173	-3.08950262057247	6.3187128827219	4.59394622529851	4.22307016178482	7844155479.98348	3641528321.98065	1365396658.22765	2605107027.9935	13614093.3255566	87442382.3940281	66656109.4338007	555	0.988979808314903	6.43486654339509	7.86019218098152e-06	2.37153226946185e-05
"TREM2+ Dendritic"	"Proliferating Macrophage"	0.989020195328575	0.40379754929819	0.59620245070181	0.0147031907523872	6.06423801016003	6.71451138551287	5.73222253554042	7.53456952658252	5.47535942217899	5.68806262181944	7.88347349705177	NA	-0.0936294396692373	0.116115110430519	-0.739556589642526	-1.22649002343613	-0.469753472655921	0.0502943483507647	4369878444.9044	762289323.22799	2756235419.95291	80519359.6706906	71161411.4128348	459775518.648417	213068293.013396	375	0.988994341349912	6.42628603721319	8.00725634825391e-06	2.38989795598896e-05
